,title,location,cost_for_two,cuisine,ratings,review_counts,phone,url
6048,Hotel Delight,Navallur,₹450,"North Indian,Chinese,Biryani",3.4,43 votes,"044 27435040, +91 9962941257",https://www.zomato.com/chennai/hotel-delight-navallur
6049,Atchayas Chettinadu Hotel,Medavakkam,₹250,"Chettinad,Fast Food,Beverages",3.9,45 votes,+91 9176666763,https://www.zomato.com/chennai/atchayas-chettinadu-hotel-medavakkam
6050,Chaat Dukaan,Velachery,₹250,"Fast Food,North Indian,Street Food",3.3,35 votes,"+91 9677291321, +91 9003017012",https://www.zomato.com/chennai/chaat-dukaan-3-velachery
6051,Khao India,"Chennai Food Town, Thuraipakkam",₹400,"North Eastern,Asian,Italian",3.8,38 votes,00 04466287504,https://www.zomato.com/chennai/khao-india-thuraipakkam
6052,Hajiyaar Biriyani,Pallavaram,₹300,Biryani,3.6,52 votes,+91 9384692588,https://www.zomato.com/chennai/hajiyaar-biriyani-2-pallavaram
6053,Grill Chill,GST Road,₹300,"Arabian,BBQ,Italian,Kerala",3.6,47 votes,+91 9074161296,https://www.zomato.com/chennai/grill-chill-1-gst-road
6054,The Urban Village Restaurant,Ramapuram,₹400,"BBQ,Chinese,Arabian",3.6,52 votes,+91 8526069122,https://www.zomato.com/chennai/the-urban-village-restaurant-ramapuram
6055,Grand Star,GST Road,₹350,North Indian,3.3,45 votes,+91 8939555530,https://www.zomato.com/chennai/grand-star-gst-road
6056,Hotel Sakthi Tiffin Center,Mogappair,₹150,South Indian,4,45 votes,+91 9962442323,https://www.zomato.com/chennai/hotel-sakthi-tiffin-center-mogappair
6057,Rasa Parathas,"OMR Food Street, Navallur",₹200,North Indian,3.6,43 votes,+91 9789895990,https://www.zomato.com/chennai/rasa-parathas-navallur
6058,Chef ka khazana,Navallur,₹300,"North Indian,Chinese",3.9,37 votes,+91 8056001531,https://www.zomato.com/chennai/chef-ka-khazana-navallur
6059,Chook Fork,"Ascendas IT Park, Taramani",₹600,"Chinese,Chettinad,South Indian,Momos",3.5,33 votes,044 42550397,https://www.zomato.com/chennai/chook-fork-taramani
6061,SVP's 101 Dosa,Selaiyur,₹300,South Indian,3.7,46 votes,+91 9962750846,https://www.zomato.com/chennai/svps-101-dosa-selaiyur
6062,The Dark Kitchen,Sholinganallur,₹200,"Chinese,North Indian,Fast Food",3.7,37 votes,+91 8883001001,https://www.zomato.com/chennai/the-dark-kitchen-sholinganallur
6063,Entree,Pallavaram,₹400,"Chinese,South Indian",2.6,38 votes,044 48545406,https://www.zomato.com/chennai/entree-pallavaram
6064,Hotel Pushpa,Washermenpet,₹250,"North Indian,Chinese",3.8,49 votes,+91 9025658058,https://www.zomato.com/chennai/hotel-pushpa-washermenpet
6065,Jamals Fried Chicken,Poonamalle,₹400,"Fast Food,Desserts",3.4,53 votes,"+91 9043015586, 044 33067110",https://www.zomato.com/chennai/jamals-fried-chicken-poonamalle
6066,Thattu Idli Cafe,Velachery,₹150,South Indian,3.6,30 votes,+91 9790715984,https://www.zomato.com/chennai/thattu-idli-cafe-velachery
6067,Bethel,GST Road,₹400,Cafe,3.6,58 votes,+91 9940586711,https://www.zomato.com/chennai/bethel-1-gst-road
6068,Rusy Foods,Sholinganallur,₹300,Fast Food,3.1,37 votes,+91 9094415161,https://www.zomato.com/chennai/rusy-foods-sholinganallur
6069,Cool COCO Day,Velachery,₹250,"Beverages,Ice Cream",3.9,35 votes,"+91 9884988018, +91 9884761646",https://www.zomato.com/chennai/cool-coco-day-velachery
6070,Hotel Parijatha,Washermenpet,₹200,"South Indian,Chinese",3.7,47 votes,044 25954537,https://www.zomato.com/chennai/hotel-parijatha-washermenpet
6072,Bliss Bar,"Grand Residence Hotel, Porur","₹1,000",Finger Food,3.2,41 votes,"+91 9962539511, 044 24767611",https://www.zomato.com/chennai/bliss-bar-porur
6073,Saro Griillz,Velachery,₹500,"Biryani,Chinese,North Indian",3.3,14 votes,"00 4449524234, 00 4449587666",https://www.zomato.com/chennai/saro-griillz-velachery
6074,Chick Blast,Selaiyur,₹500,Fast Food,2.7,29 votes,"044 22271832, +91 7667777710",https://www.zomato.com/chennai/chick-blast-1-selaiyur
6075,Dreamz,Padur,₹500,"Chinese,Beverages,North Indian",3,41 votes,"+91 9710571017, +91 9003406347",https://www.zomato.com/chennai/dreamz-padur
6076,Kunti Ande Ka Funda,Vandalur,₹300,"North Indian,Chinese",3.3,50 votes,+91 8015404303,https://www.zomato.com/chennai/kunti-ande-ka-funda-vandalur
6077,Noor Restaurant,GST Road,₹400,"North Indian,Chinese",3.2,51 votes,"044 27465255, +91 9176620333",https://www.zomato.com/chennai/noor-restaurant-gst-road
6078,Srinivasa Tiffin Centre,Velachery,₹150,South Indian,3.6,36 votes,044 22453243,https://www.zomato.com/chennai/srinivasa-tiffin-centre-velachery
6079,Turf Pub - Eldoris,Eldoris,"₹1,500","Chinese,South Indian",3.5,42 votes,"+91 9094055030, +91 9500168885",https://www.zomato.com/chennai/turf-pub-eldoris-thiruvanmiyur
6080,Pancakes & Waffles,Porur,₹400,"Desserts,Beverages",3.6,38 votes,+91 7299119099,https://www.zomato.com/chennai/pancakes-waffles-porur
6081,Noor Hotel,Vandalur,₹300,"North Indian,Chinese,Chettinad",3.3,51 votes,"+91 9884534811, +91 9094583882",https://www.zomato.com/chennai/noor-hotel-vandalur
6082,Hunger Bites,Neelangarai,₹200,Fast Food,3.5,30 votes,"+91 8608970484, +91 9841409946",https://www.zomato.com/chennai/hunger-bites-neelangarai
6083,J M Pork Shop,Valasaravakkam,₹400,"North Indian,Chinese",3.6,50 votes,"+91 9841934706, +91 9840232473",https://www.zomato.com/chennai/j-m-pork-shop-valasaravakkam
6084,Lakshmi Amma's Kai Manam,Ambattur,₹500,"Biryani,Seafood",3.5,31 votes,"+91 9788244841, +91 7708055111",https://www.zomato.com/chennai/lakshmi-ammas-kai-manam-ambattur
6086,Chicken Kitchen,Chengalpattu,₹300,"North Indian,South Indian,Biryani",3.6,47 votes,+91 8428028288,https://www.zomato.com/chennai/chicken-kitchen-chengalpattu
6087,RSM Wimpy,Selaiyur,₹550,Fast Food,3.5,44 votes,"044 22270504, +91 7708554234",https://www.zomato.com/chennai/rsm-wimpy-selaiyur
6088,Ka Restaurant,Besant Nagar,₹300,South Indian,3.7,27 votes,"044 24460288, +91 9952978888",https://www.zomato.com/chennai/ka-restaurant-besant-nagar
6089,Ambur Kalyana Kari Biriyani,Madipakkam,₹200,Biryani,3.6,47 votes,"+91 7904813406, +91 9003042040",https://www.zomato.com/chennai/ambur-kalyana-kari-biriyani-madipakkam
6091,Sri Agarwal Sweets & Chats,Adambakkam,₹150,"Street Food,Mithai",3.7,53 votes,+91 9840456899,https://www.zomato.com/chennai/sri-agarwal-sweets-chats-adambakkam
6092,Ponnis Grand Inn,"Ponnis Grand Inn Hotel, Thiruvallur",₹750,Thai,3.7,25 votes,"+91 9677169135, 044 43801384",https://www.zomato.com/chennai/ponnis-grand-inn-poonamalle
6093,Roll Spot,Royapuram,₹200,Rolls,3.7,39 votes,+91 9600053200,https://www.zomato.com/chennai/roll-spot-royapuram
6094,HUNT IN,Sholinganallur,₹300,"Cafe,Burger,Sandwich,Beverages",3.7,31 votes,+91 9597171523,https://www.zomato.com/chennai/hunt-in-sholinganallur
6095,Chillax Pizza,Velachery,₹300,"Fast Food,Pizza",3.2,37 votes,"+91 7397241804, +91 9003024263",https://www.zomato.com/chennai/chillax-pizza-velachery
6096,Maritime Tales - Radisson BLU Temple Bay,"Radisson Blu Temple Bay, Mamallapuram","₹3,000",Finger Food,3.4,27 votes,044 27443636,https://www.zomato.com/chennai/maritime-tales-radisson-blu-temple-bay-mahabalipuram
6097,McBees Cake Factory,Chromepet,₹200,Bakery,3.5,26 votes,044 42073046,https://www.zomato.com/chennai/mcbees-cake-factory-chromepet
6098,Prana,Nanganallur,₹500,Andhra,3.4,23 votes,+91 7358658658,https://www.zomato.com/chennai/prana-1-nanganallur
6099,Taj Mughalai,Kolathur,₹250,"North Indian,Chinese,Mughlai",3,39 votes,"044 26511818, +91 8681001818",https://www.zomato.com/chennai/taj-mughalai-kolathur
6100,Shuddha Sattva Pure Vegetarian Restaurant,Injambakkam,₹600,"North Indian,Continental,Chinese,Mexican",3.6,37 votes,+91 7358667242,https://www.zomato.com/chennai/shuddha-sattva-pure-vegetarian-restaurant-injambakkam
6101,The Papad House,Madipakkam,₹200,"North Indian,Juices",3.7,37 votes,+91 8825585376,https://www.zomato.com/chennai/the-papad-house-madipakkam
6102,High - Hotel V7,V7 Hotel,"₹1,200",Bar Food,3.7,44 votes,+91 9003634777,https://www.zomato.com/chennai/high-hotel-v7-porur
6103,Virgo Restaurant,Medavakkam,₹600,"Continental,Chinese,South Indian,Thai,North Indian",3.3,29 votes,"044 49539431, +91 9884027589",https://www.zomato.com/chennai/virgo-restaurant-medavakkam
6104,Vivedha Chettinadu,Ambattur,₹300,"Chettinad,Chinese,South Indian",3.6,52 votes,"+91 9884267222, +91 9791082743",https://www.zomato.com/chennai/vivedha-chettinadu-ambattur
6105,Phase Three,Vettuvankeni,"₹1,000","Asian,Continental",3.4,41 votes,+91 8754485741,https://www.zomato.com/chennai/phase-three-vettuvankeni
6106,The Famous Kitchen,Potheri,₹400,"Pizza,Rolls,Burger,Desserts",3.3,48 votes,+91 9566208220,https://www.zomato.com/chennai/the-famous-kitchen-potheri
6107,Le Bar - Novotel,Novotel Chennai Sipcot,"₹1,000",Finger Food,3.6,33 votes,"+91 8939808126, 044 66545454",https://www.zomato.com/chennai/le-bar-novotel-egatoor
6108,Yumla,Porur,₹300,"Fast Food,Beverages",3.8,38 votes,+91 9600155433,https://www.zomato.com/chennai/yumla-porur
6109,Momo Ke Baap,Adyar,₹300,"Momos,North Indian,Rolls",3.7,39 votes,+91 9445543376,https://www.zomato.com/chennai/momo-ke-baap-adyar
6110,Cane Street,Perungudi,₹200,"Beverages,Desserts",3.5,33 votes,"+91 7397480697, +91 9994778730",https://www.zomato.com/chennai/cane-street-perungudi
6111,Falafel Signature,Injambakkam,₹700,"North Indian,Chinese",3.6,42 votes,+91 9003217777,https://www.zomato.com/chennai/falafel-signature-1-injambakkam
6112,Hotel Sugantha Bhavan,Ambattur,₹300,"South Indian,Chinese",3.4,33 votes,"044 26255005, +91 9092916393",https://www.zomato.com/chennai/hotel-sugantha-bhavan-ambattur
6113,Bawarchi,Velachery,₹400,"Biryani,Chinese,North Indian",3,39 votes,+91 9003162107,https://www.zomato.com/chennai/bawarchi-velachery
6115,The Cake Factory,Karapakkam,₹250,Bakery,3.5,36 votes,"+91 9962226793, +91 9962226794",https://www.zomato.com/chennai/the-cake-factory-karapakkam
6116,Coronation Restaurant,Old Mahabalipuram Road (OMR),₹600,"North Indian,Biryani,BBQ,Bakery",3.1,40 votes,"+91 7601956789, 044 24500545",https://www.zomato.com/chennai/coronation-restaurant-old-mahabalipuram-road-omr
6117,Jamil Biriyani,Medavakkam,₹250,"Biryani,Chinese,Kerala",3.3,40 votes,+91 9941757572,https://www.zomato.com/chennai/jamil-biriyani-medavakkam
6118,Sunny Days,Potheri,₹400,"Fast Food,Desserts,Beverages",3.3,33 votes,"+91 9840165007, +91 9043201037",https://www.zomato.com/chennai/sunny-days-1-potheri
6120,Thameem Bro's,Avadi,₹400,"North Indian,Chinese",3.3,42 votes,+91 7397226963,https://www.zomato.com/chennai/thameem-bros-avadi
6121,Karam Biryani,Chromepet,₹250,"Biryani,South Indian",3.4,34 votes,044 42073046,https://www.zomato.com/chennai/karam-biryani-chromepet
6122,Juizzler,Perungudi,₹600,"Continental,Italian",3.3,29 votes,+91 8939792000,https://www.zomato.com/chennai/juizzler-perungudi
6123,Chai Truck,Old Mahabalipuram Road (OMR),₹200,"Beverages,Desserts,Sandwich",3.8,42 votes,+91 8089395592,https://www.zomato.com/chai-truck-food-truck
6124,Desert Dragon,Kanchipuram District,₹900,"Chinese,Arabian",3.4,38 votes,044 47203031,https://www.zomato.com/chennai/desert-dragon-kanchipuram-district
6125,Athreya Bakery,Madipakkam,₹150,Bakery,3,17 votes,+91 9941860382,https://www.zomato.com/chennai/athreya-bakery-madipakkam
6126,NuTy,Kottivakkam,₹400,"Seafood,BBQ,Biryani",3,36 votes,+91 8098299000,https://www.zomato.com/chennai/nuty-kottivakkam
6127,Red Onion Multicuisine Restaurant,Ramapuram,₹600,"Biryani,South Indian",3.6,26 votes,+91 9710161616,https://www.zomato.com/chennai/red-onion-multicuisine-restaurant-1-ramapuram
6128,Juisome,Medavakkam,₹200,Juices,3.7,37 votes,+91 9894427947,https://www.zomato.com/chennai/juisome-medavakkam
6129,Food Lover,"Mahindra World City, Chengalpattu",₹500,"North Indian,Chinese,Arabian",3.3,39 votes,+91 9042973277,https://www.zomato.com/chennai/food-lover-chengalpattu
6130,Madrasi Lassi,Poonamalle,₹300,Fast Food,3.6,34 votes,"+91 9790931182, +91 9176910010",https://www.zomato.com/chennai/madrasi-lassi-poonamalle
6131,Thalassery Camboose,"OMR Food Street, Injambakkam",₹600,"Arabian,Kerala,Biryani",3.2,29 votes,+91 9961465796,https://www.zomato.com/chennai/thalassery-camboose-injambakkam
6132,Gecko Restaurant,Mahabalipuram,₹700,"North Indian,Seafood",3.4,29 votes,+91 9840734229,https://www.zomato.com/chennai/gecko-restaurant-mahabalipuram
6133,Nawaz Durbar,Velachery,₹400,"Fast Food,Mughlai,South Indian,North Indian",2.6,42 votes,"044 22591786, +91 9444117214",https://www.zomato.com/chennai/nawaz-durbar-velachery
6135,Biryani Stories,Thuraipakkam,₹400,"Biryani,Chinese,Andhra",3.3,51 votes,+91 9884300391,https://www.zomato.com/chennai/biryani-stories-thuraipakkam
6136,Super Bowl,Ambattur,₹400,North Indian,3.9,30 votes,+91 9176811222,https://www.zomato.com/chennai/super-bowl-ambattur
6137,Hotel Bakiyam,Okkiyampet,₹400,South Indian,3.3,40 votes,+91 8344226222,https://www.zomato.com/chennai/hotel-bakiyam-okkiyampet
6138,Go 2 Green,Alandur,₹300,Healthy Food,3.6,36 votes,+91 9500180036,https://www.zomato.com/chennai/go-2-green-alandur
6139,Muscat Bakery,Poonamalle,₹500,"Bakery,South Indian",2.6,24 votes,"+91 9444382943, +91 8098161600",https://www.zomato.com/chennai/muscat-bakery-poonamalle
6140,Deepam Tiffin Center,Adambakkam,₹150,South Indian,3.5,41 votes,"+91 9092844844, 044 25531013",https://www.zomato.com/chennai/deepam-tiffin-center-adambakkam
6141,YeDi TeDi Foods,Sholinganallur,₹300,"North Indian,Maharashtrian,Street Food",3.7,36 votes,+91 7550079033,https://www.zomato.com/chennai/yedi-tedi-foods-sholinganallur
6142,Auto Biriyani & Fast Food,Medavakkam,₹200,Biryani,3.7,41 votes,+91 9884810148,https://www.zomato.com/chennai/auto-biriyani-fast-food-medavakkam
6143,The Bakersman - Bakery & Cafe,Tambaram,₹350,Bakery,3.4,32 votes,+91 9445279429,https://www.zomato.com/chennai/the-bakersman-bakery-cafe-tambaram
6144,MKN Madurai Idly Kadai,Tambaram,₹100,South Indian,3.7,38 votes,+91 9283437069,https://www.zomato.com/chennai/mkn-madurai-idly-kadai-1-tambaram
6145,Anutham Juice Box,Velachery,₹150,"Juices,Ice Cream,Fast Food",3.7,26 votes,+91 9940870401,https://www.zomato.com/chennai/anutham-juice-box-1-velachery
6146,Hotel Nagarathaar,Porur,₹400,"South Indian,North Indian,Chinese",3.6,31 votes,+91 9840219344,https://www.zomato.com/chennai/hotel-nagarathaar-1-porur
6147,Bangkok Bites,Thuraipakkam,₹250,Chinese,3.4,38 votes,+91 6374431430,https://www.zomato.com/chennai/bangkok-bites-thuraipakkam
6148,Barbeque Point,Alandur,₹400,"BBQ,Lebanese",3.5,47 votes,+91 9940217119,https://www.zomato.com/chennai/barbeque-point-alandur
6149,Sri Ganapathy Mess,Kanchipuram District,₹200,North Indian,3,39 votes,+91 9791090979,https://www.zomato.com/chennai/sri-ganapathy-mess-kanchipuram-district
6150,Cafe Zero,Navallur,₹500,"Cafe,Fast Food",NEW,,+91 9790853963,https://www.zomato.com/chennai/cafe-zero-navallur
6151,Texas Treat,Ambattur,₹850,"Bakery,Fast Food,North Indian",2.8,16 votes,+91 9176026212,https://www.zomato.com/chennai/texas-treat-ambattur
6152,Star Briyani,Medavakkam,₹400,Biryani,3.3,41 votes,"+91 9514455577, +91 9514466677",https://www.zomato.com/chennai/star-briyani-medavakkam
6153,Sindbad - Radisson BLU Temple Bay,"Radisson Blu Temple Bay, Mamallapuram","₹3,000",Finger Food,3.8,33 votes,044 27443636,https://www.zomato.com/chennai/sindbad-radisson-blu-temple-bay-mahabalipuram
6154,Sindhu Mess,Poonamalle,₹300,"Chettinad,Chinese,South Indian",3.6,42 votes,+91 9094094214,https://www.zomato.com/chennai/sindhu-mess-1-poonamalle
6155,Mulberry,Karapakkam,₹250,"Ice Cream,Desserts,Juices",3.6,45 votes,+91 9791165191,https://www.zomato.com/chennai/mulberry-karapakkam
6156,Asli Mumbai Chaat,Thuraipakkam,₹150,"Street Food,Fast Food",3.7,35 votes,"+91 9841379737, +91 9884880666",https://www.zomato.com/chennai/asli-mumbai-chaat-1-thuraipakkam
6157,Shree Krishna Bhavan,Kolathur,₹200,"South Indian,Chinese",3.6,33 votes,044 40971522,https://www.zomato.com/chennai/shree-krishna-bhavan-3-kolathur
6158,Arcot Bar - Trident,"Trident, GST Road","₹2,000",Finger Food,3.6,39 votes,044 22344747,https://www.zomato.com/chennai/arcot-bar-trident-gst-road
6159,Spoons,Potheri,₹250,"South Indian,North Indian,Kerala,Chinese",3.8,38 votes,044 30205674,https://www.zomato.com/chennai/spoons-potheri
6160,Amirthavanam Restaurant,Karapakkam,₹400,"South Indian,Chinese,Beverages",3.6,40 votes,+91 9884002592,https://www.zomato.com/chennai/amirthavanam-restaurant-karapakkam
6161,Tandoori Knight,Thuraipakkam,₹300,"North Indian,South Indian,Chinese",3.3,39 votes,+91 9176717143,https://www.zomato.com/chennai/tandoori-knight-thuraipakkam
6162,Karandai,Selaiyur,₹400,"South Indian,Chinese",3.2,32 votes,+91 9840026764,https://www.zomato.com/chennai/karandai-selaiyur
6163,Bhog Restaurant,Pallavaram,₹350,North Indian,3.6,30 votes,+91 6374616097,https://www.zomato.com/chennai/bhog-restaurant-pallavaram
6164,The Parotta King,Pallikaranai,₹350,"South Indian,Chinese,North Indian",3.3,48 votes,044 68888303,https://www.zomato.com/chennai/the-parotta-king-pallikaranai
6165,The New Cafe,Mahabalipuram,₹700,"Continental,North Indian,Seafood,Italian",3.4,7 votes,"044 27442201, +91 9840545858",https://www.zomato.com/chennai/the-new-cafe-mahabalipuram
6166,Hotel Gopal,Porur,₹150,South Indian,3.3,43 votes,+91 9031338998,https://www.zomato.com/chennai/hotel-gopal-porur
6167,Day2Day,Pallavaram,₹350,"South Indian,Chinese",3.5,53 votes,044 48646611,https://www.zomato.com/chennai/day2day-pallavaram
6168,Devar Hotel,Tambaram,₹300,"North Indian,Chinese",3.5,42 votes,"+91 9094422646, +91 8667252015",https://www.zomato.com/chennai/devar-hotel-tambaram
6169,Vintage Resto Cafe,Sholinganallur,₹300,"North Indian,Chinese",3.1,35 votes,+91 9940332252,https://www.zomato.com/chennai/vintage-resto-cafe-sholinganallur
6170,Spice Roots,Thuraipakkam,₹800,"South Indian,North Indian,Biryani",3.6,23 votes,044 30637531,https://www.zomato.com/chennai/spice-roots-thuraipakkam
6171,Desi Addict,Porur,₹200,North Indian,3.5,46 votes,+91 8939062106,https://www.zomato.com/chennai/desi-addict-porur
6172,Uppu Milagu Express,Taramani,₹400,Chinese,3,30 votes,044 22430000,https://www.zomato.com/chennai/uppu-milagu-express-taramani
6173,Al Arabian Grills,Pallavaram,₹400,"Arabian,Chinese,Biryani",3.5,39 votes,044 48636388,https://www.zomato.com/chennai/al-arabian-grills-pallavaram
6174,The Majestic Barbecue,Tambaram,₹400,"BBQ,North Indian,Arabian",3.6,34 votes,+91 8807702514,https://www.zomato.com/chennai/the-majestic-barbecue-tambaram
6175,Cake & Me,Porur,₹250,"Bakery,Fast Food",3.6,27 votes,+91 9003095547,https://www.zomato.com/chennai/cake-me-porur
6176,Mumbai Kulfi Express,Kolathur,₹300,"Fast Food,Desserts,Beverages",3.3,33 votes,044 48618355,https://www.zomato.com/chennai/mumbai-kulfi-express-1-kolathur
6178,Deepam Tiffin Centre,Velachery,₹200,South Indian,3.3,39 votes,+91 9688339796,https://www.zomato.com/chennai/deepam-tiffin-centre-velachery
6179,Malaysian Parotta,Perungudi,₹250,"South Indian,North Indian,Biryani",3.4,38 votes,+91 8668149427,https://www.zomato.com/chennai/malaysian-parotta-perungudi
6180,Graabo Juice & Snacks,Chengalpattu,₹250,"Juices,Sandwich",3.7,46 votes,+91 9487887700,https://www.zomato.com/chennai/graabo-juice-snacks-chengalpattu
6181,Per Gratiam,Chengalpattu,₹400,"Bakery,Fast Food",3.5,38 votes,"+91 9865696904, +91 9655924345",https://www.zomato.com/chennai/per-gratiam-chengalpattu
6182,De Halloween Club,Pallavaram,₹500,Fast Food,3.7,44 votes,+91 7418332400,https://www.zomato.com/chennai/de-halloween-club-pallavaram
6183,Cheese & Sauce,Ambattur,₹250,"Sandwich,Burger",3.5,15 votes,+91 9600125583,https://www.zomato.com/chennai/cheese-sauce-ambattur
6185,The BIG Burger,Thiruvanmiyur,₹200,"Burger,Fast Food",3.7,34 votes,+91 9094050623,https://www.zomato.com/chennai/the-big-burger-thiruvanmiyur
6186,SS Aashiq Biryani,Porur,₹450,"North Indian,Chinese",3.4,29 votes,+91 8124731523,https://www.zomato.com/chennai/ss-aashiq-biryani-porur
6187,Brindha Bhavan,Palavakkam,₹300,"Chinese,North Indian",3.6,34 votes,+91 9940179420,https://www.zomato.com/chennai/brindha-bhavan-palavakkam
6188,Ready2Pick,Chromepet,₹150,"North Indian,Grill",2.8,34 votes,"+91 7299299255, +91 9790883397",https://www.zomato.com/chennai/ready2pick-chromepet
6189,Hotel Arunachala,Pallavaram,₹450,"South Indian,Chinese,North Indian",3.4,35 votes,+91 9381064027,https://www.zomato.com/chennai/hotel-arunachala-pallavaram
6190,Hyderabadi Biryani Hub,"Mahindra World City, Chengalpattu",₹300,"North Indian,Hyderabadi",3.1,36 votes,"+91 8142823776, +91 8555900500",https://www.zomato.com/chennai/hyderabadi-biryani-hub-chengalpattu
6191,The Cake Zone,Medavakkam,₹250,"Bakery,Fast Food",3.4,44 votes,"044 22772154, +91 9840211856",https://www.zomato.com/chennai/the-cake-zone-medavakkam
6192,Urban Treat Multicuisine BBQ Restaurant,Pallikaranai,₹400,"North Indian,Seafood,BBQ,Chinese,Arabian,Desserts",3,24 votes,044 48589098,https://www.zomato.com/chennai/urban-treat-multicuisine-bbq-restaurant-pallikaranai
6193,"Oasis - Park Plaza, OMR","Park Plaza OMR, Thuraipakkam","₹1,700","Continental,South Indian,North Indian,Chinese,Asian",3.3,16 votes,"044 30405555, +91 9382244147",https://www.zomato.com/chennai/oasis-park-plaza-omr-1-thuraipakkam
6194,Hungry Knights,Taramani,₹400,Chinese,3.6,36 votes,+91 6382619996,https://www.zomato.com/chennai/hungry-knights-taramani
6195,Mingx Kittchenz,Neelangarai,₹300,"Chinese,North Indian",3.2,28 votes,+91 9176607060,https://www.zomato.com/chennai/mingx-kittchenz-neelangarai
6196,Frozen Rolls,Madipakkam,₹350,"Burger,Desserts,Rolls",3.4,14 votes,+91 8667446098,https://www.zomato.com/chennai/frozen-rolls-madipakkam
6197,Kokila Mess,Tambaram,₹150,South Indian,3.5,35 votes,+91 9894320620,https://www.zomato.com/chennai/kokila-mess-tambaram
6198,Kanji Kadai,"OMR Food Street, Kandanchavadi",₹300,"South Indian,Kerala",3.7,23 votes,+91 9946694969,https://www.zomato.com/chennai/kanji-kadai-perungudi
6199,Punnu da Dhaba,Chengalpattu,₹150,"North Indian,Street Food",2.8,34 votes,+91 9884177600,https://www.zomato.com/chennai/punnu-da-dhaba-chengalpattu
6200,Zucca Shakes,Velachery,₹350,Beverages,3.6,33 votes,+91 9790826246,https://www.zomato.com/chennai/zucca-shakes-velachery
6201,Hotel Iniyaval,Thiruvallur,₹200,"South Indian,Biryani,North Indian",3.4,46 votes,+91 8939112227,https://www.zomato.com/chennai/hotel-iniyaval-thiruvallur
6202,Pacha Manga The Kerala Mess,"Mahindra World City, Chengalpattu",₹200,Kerala,3.7,43 votes,+91 9884938881,https://www.zomato.com/chennai/pacha-manga-the-kerala-mess-chengalpattu
6203,Charminar Express Biryani,Navallur,₹250,Biryani,3.6,27 votes,+91 9047085571,https://www.zomato.com/chennai/charminar-express-biryani-navallur
6204,Master Chef,GST Road,₹500,"Chinese,Chettinad,South Indian,North Indian",3.4,35 votes,"+91 7550042264, 044 22742264",https://www.zomato.com/chennai/master-chef-gst-road
6206,Altten D Burger,"OMR Food Street, Navallur",₹350,"Burger,Italian",3.3,25 votes,+91 7339449721,https://www.zomato.com/chennai/altten-d-burger-1-navallur
6207,Lassi Di Hatti,Perungudi,₹200,"Street Food,Beverages",3.3,22 votes,"044 68888946, +91 9962089228",https://www.zomato.com/chennai/lassi-di-hatti-perungudi
6208,Sai Divya Andhra Mess,Chengalpattu,₹200,South Indian,3.7,25 votes,+91 9962191919,https://www.zomato.com/chennai/sai-divya-andhra-mess-chengalpattu
6209,Burgerick,Tambaram,₹300,Fast Food,3.2,31 votes,+91 9841264936,https://www.zomato.com/chennai/burgerick-1-tambaram
6210,Vanaakam Chettinad,Tambaram,₹300,Chettinad,2.7,29 votes,+91 8939776666,https://www.zomato.com/chennai/vanaakam-chettinad-tambaram
6211,Bakery Garden,Nanganallur,₹300,Bakery,3.4,18 votes,044 22246151,https://www.zomato.com/chennai/bakery-garden-nanganallur
6212,Keerthana's,Chromepet,₹400,North Indian,3.6,39 votes,+91 9566883889,https://www.zomato.com/chennai/keerthanas-chromepet
6213,Navarasa,"Ranga Residency, Chengalpattu",₹550,"South Indian,North Indian,Chinese",3.2,23 votes,"044 27427475, +91 9340006777",https://www.zomato.com/chennai/navarasa-chengalpattu
6214,Biriyani Virundhu,Karapakkam,₹500,"Biryani,South Indian",3.1,31 votes,+91 8939394500,https://www.zomato.com/chennai/biriyani-virundhu-karapakkam
6215,Rockstone Ice Cream,GST Road,₹450,"Desserts,Beverages",3.7,29 votes,+91 7010412969,https://www.zomato.com/chennai/rockstone-ice-cream-gst-road
6216,Quality - Inn,Akkarai,₹400,"South Indian,Chinese",3.4,31 votes,"+91 8754999648, +91 8668037527",https://www.zomato.com/chennai/quality-inn-akkarai
6217,Torpedo,Nanganallur,₹300,Fast Food,NEW,,+91 7904403893,https://www.zomato.com/chennai/torpedo-nanganallur
6218,Meenu's Mini Tiffin Centre,Tambaram,₹150,South Indian,3.7,38 votes,+91 9952087674,https://www.zomato.com/chennai/meenus-mini-tiffin-centre-tambaram
6219,Abode Taj Restaurant,Potheri,₹300,"North Indian,Chinese,Arabian",3.2,35 votes,+91 9600084871,https://www.zomato.com/chennai/abode-taj-restaurant-potheri
6220,Aswathy Bhavan,Madipakkam,₹200,South Indian,3.2,36 votes,+91 9444732359,https://www.zomato.com/chennai/aswathy-bhavan-madipakkam
6221,Pallav,Pallavaram,₹400,"South Indian,North Indian",2.6,31 votes,+91 9282107461,https://www.zomato.com/chennai/pallav-pallavaram
6222,Sea Grills Garden Restaurant,Thuraipakkam,₹400,"North Indian,Chinese",3.5,23 votes,"+91 7904774747, 00 944444762",https://www.zomato.com/chennai/sea-grills-garden-restaurant-thuraipakkam
6223,Blueberry Cakes,Selaiyur,₹250,"Bakery,Fast Food",2.9,31 votes,"044 22294499, 044 22293399",https://www.zomato.com/chennai/blueberry-cakes-selaiyur
